LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2017-00375,Active,Middleton Bbq Company,2024/06/30 05:00:00+00,Active,"2303 PINEHURST DR
MIDDLETON, WI 53562",2303,,PINEHURST,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1536
LICFDD-2017-00385,Active,Cmc Culinary Creations Catering,2024/06/30 05:00:00+00,Active,"5256 VERONA RD
FITCHBURG, WI 53711",5256,,VERONA,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1537
LICFDD-2017-00407,Active,Smokin Dragons,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1538
LICFDD-2017-00426,Active,Belair Cantina,2024/06/30 05:00:00+00,Active,"111 Martin Luther King Jr BLVD
Madison, WI 53703",111,,Martin Luther King Jr,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1539
LICFDD-2017-00427,Active,Westbridge Neighborhood Pool,2024/06/30 05:00:00+00,Active,"747 WESTBRIDGE TRL
WAUNAKEE, WI 53597",747,,WESTBRIDGE,TRL,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WAUNAKEE,1540
LICFDD-2017-00432,Active,Vom Fass,2024/06/30 05:00:00+00,Active,"3248 UNIVERSITY AVE
SHOREWOOD HILLS, WI 53705",3248,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SHOREWOOD HILLS,1541
LICFDD-2017-00450,Active,Pasture And Plenty,2024/06/30 05:00:00+00,Active,"2433 University AVE
Madison, WI 53726",2433,,University,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1542
LICFDD-2017-00468,Active,Best Western East Towne Suites,2024/06/30 05:00:00+00,Active,"4801 Annamark DR
Madison, WI 53704",4801,,Annamark,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1543
LICFDD-2017-00493,Active,Shalamar Cuisine,2024/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1544
LICFDD-2017-00505,Active,Avenue C - 432 W Gorham St,2024/06/30 05:00:00+00,Active,"432 W Gorham ST
Madison, WI 53703",432,W,Gorham,ST,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,1545
LICFDD-2017-00534,Active,Strings Ramen,2024/06/30 05:00:00+00,Active,"311 N Frances ST
Madison, WI 53703",311,N,Frances,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1546
LICFDD-2017-00544,Active,Kwik Trip #963,2024/06/30 05:00:00+00,Active,"1434 Northport DR
Madison, WI 53704",1434,,Northport,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1547
LICFDD-2017-00545,Active,Kwik Trip #950,2024/06/30 05:00:00+00,Active,"4402 E Buckeye RD
Madison, WI 53716",4402,E,Buckeye,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1548
LICFDD-2017-00547,Active,Kwik Trip #951,2024/06/30 05:00:00+00,Active,"6702 Raymond RD
Madison, WI 53719",6702,,Raymond,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1549
LICFDD-2017-00548,Active,Kwik Trip #952,2024/06/30 05:00:00+00,Active,"2538 Fish Hatchery RD
Madison, WI 53713",2538,,Fish Hatchery,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1550
LICFDD-2017-00549,Active,Kwik Trip #953,2024/06/30 05:00:00+00,Active,"7502 Mineral Point RD
Madison, WI 53717",7502,,Mineral Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1551
LICFDD-2017-00551,Active,Kwik Trip #965,2024/06/30 05:00:00+00,Active,"2402 W Broadway
Madison, WI 53713",2402,W,Broadway,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1552
LICFDD-2017-00552,Active,Kwik Trip #954,2024/06/30 05:00:00+00,Active,"7717 Mineral Point RD
Madison, WI 53717",7717,,Mineral Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1553
LICFDD-2017-00553,Active,Kwik Trip #955,2024/06/30 05:00:00+00,Active,"1625 N Stoughton RD
Madison, WI 53704",1625,N,Stoughton,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1554
LICFDD-2017-00554,Active,Kwik Trip #956,2024/06/30 05:00:00+00,Active,"3153 Maple Grove DR
Madison, WI 53719",3153,,Maple Grove,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1555
LICFDD-2017-00555,Active,Kwik Trip #531,2024/06/30 05:00:00+00,Active,"2601 Fish Hatchery RD
Madison, WI 53713",2601,,Fish Hatchery,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1556
LICFDD-2017-00556,Active,Kwik Trip #958,2024/06/30 05:00:00+00,Active,"4741 Lien RD
Madison, WI 53704",4741,,Lien,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1557
LICFDD-2017-00557,Active,Kwik Trip #960,2024/06/30 05:00:00+00,Active,"401 N Third ST
Madison, WI 53704",401,N,Third,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1558
LICFDD-2017-00558,Active,Kwik Trip # 961,2024/06/30 05:00:00+00,Active,"3528 E Washington AVE
Madison, WI 53704",3528,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1559
LICFDD-2017-00560,Active,Kwik Trip #957,2024/06/30 05:00:00+00,Active,"6133 MCKEE RD
FITCHBURG, WI 53711",6133,,MCKEE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,FITCHBURG,1560
LICFDD-2017-00561,Active,Kwik Trip #959,2024/06/30 05:00:00+00,Active,"6208 MCKEE RD
FITCHBURG, WI 53719",6208,,MCKEE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,FITCHBURG,1561
LICFDD-2017-00562,Active,Kwik Trip #949,2024/06/30 05:00:00+00,Active,"4112 MILWAUKEE ST
MADISON, WI 53714",4112,,MILWAUKEE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,1562
LICFDD-2017-00563,Active,Kwik Trip #962,2024/06/30 05:00:00+00,Active,"6519 CENTURY AVE
MIDDLETON, WI 53562",6519,,CENTURY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1563
LICFDD-2017-00565,Active,Kwik Trip #550,2024/06/30 05:00:00+00,Active,"5301 S RIDGE WAY
MIDDLETON, WI 53562",5301,S,RIDGE,WAY,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1564
LICFDD-2017-00566,Active,Kwik Trip #964,2024/06/30 05:00:00+00,Active,"7508 CENTURY AVE
MIDDLETON, WI 53562",7508,,CENTURY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1565
LICFDD-2017-00580,Active,Firehouse Subs,2024/06/30 05:00:00+00,Active,"390 S GRAND AVE
SUN PRAIRIE, WI 53590",390,S,GRAND,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1566
LICFDD-2017-00585,Active,Kwik Trip #893,2024/06/30 05:00:00+00,Active,"1359 US HIGHWAY 51
STOUGHTON, WI 53589",1359,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,STOUGHTON,1567
LICFDD-2017-00588,Active,Bradbury's Cafe,2024/06/30 05:00:00+00,Active,"127 N Hamilton ST
Madison, WI 53703",127,N,Hamilton,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1568
LICFDD-2017-00590,Active,Mr Brews Taphouse,2024/06/30 05:00:00+00,Active,"610 Junction RD 107
Madison, WI 53717",610,,Junction,RD,107,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1569
LICFDD-2017-00593,Active,Avenue C - 800 Nord Dr,2024/06/30 05:00:00+00,Active,"800 NORD DR
WAUNAKEE, WI 53597",800,,NORD,DR,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,WAUNAKEE,1570
LICFDD-2017-00608,Active,The Fox,2024/06/30 05:00:00+00,Active,"118 E MAIN ST
MARSHALL, WI 53559",118,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MARSHALL,1571
LICFDD-2017-00609,Active,Pinkus Mcbride,2024/06/30 05:00:00+00,Active,"301 N Hamilton ST
Madison, WI 53703",301,N,Hamilton,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1572
LICFDD-2017-00610,Active,Enchanted Valley Acres Llc,2024/06/30 05:00:00+00,Active,"5047 ENCHANTED VALLEY RD
BERRY, WI 53528",5047,,ENCHANTED VALLEY,RD,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,BERRY,1573
LICFDD-2017-00611,Active,Munchkey Apples,2024/06/30 05:00:00+00,Active,"175 DRAMMEN VALLEY RD
PERRY, WI 53572",175,,DRAMMEN VALLEY,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,PERRY,1574
LICFDD-2017-00614,Active,Nani Restaurant,2024/06/30 05:00:00+00,Active,"518 Grand Canyon DR
Madison, WI 53719",518,,Grand Canyon,DR,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,1575
LICFDD-2017-00615,Active,Longtable Beer Cafe,2024/06/30 05:00:00+00,Active,"7545 HUBBARD AVE
MIDDLETON, WI 53562",7545,,HUBBARD,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1576
LICFDD-2017-00620,Active,Family Dollar Store #26644,2024/06/30 05:00:00+00,Active,"1029 RIVER ST
BELLEVILLE, WI 53508",1029,,RIVER,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,BELLEVILLE,1577
LICFDD-2017-00626,Active,Family Dollar Store #26599,2024/06/30 05:00:00+00,Active,"607 S MAIN ST
DEFOREST, WI 53532",607,S,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,DEFOREST,1578
LICFDD-2017-00631,Active,Kwik Trip #124,2024/06/30 05:00:00+00,Active,"7372 NORTH TOWNE RD
DEFOREST, WI 53532",7372,,NORTH TOWNE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,DEFOREST,1579
LICFDD-2017-00638,Active,Nv Corners,2024/06/30 05:00:00+00,Active,"2710 COUNTY HIGHWAY V
SUN PRAIRIE, WI 53590",2710,,COUNTY HIGHWAY V,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1580
LICFDD-2017-00639,Active,Taiwan Little Eats,2024/06/30 05:00:00+00,Active,"320 State ST
Madison, WI 53703",320,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1581
LICFDD-2017-00640,Active,Athens Grill,2024/06/30 05:00:00+00,Active,"5430 WILLOW RD
WAUNAKEE, WI 53597",5430,,WILLOW,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,1582
LICFDD-2017-00643,Active,Beans 'n Cream Coffee,2024/06/30 05:00:00+00,Active,"1120 W MAIN ST
SUN PRAIRIE, WI 53590",1120,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1583
LICFDD-2017-00658,Active,Kwik Trip #596,2024/06/30 05:00:00+00,Active,"1110 STATE ST
BLACK EARTH, WI 53515",1110,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,BLACK EARTH,1584
LICFDD-2017-00660,Active,Madistan,2024/06/30 05:00:00+00,Active,"317 N Bassett ST
Madison, WI 53703",317,N,Bassett,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1585
LICFDD-2017-00661,Active,Sonny's Kitchen,2024/06/30 05:00:00+00,Active,"101 S MAIN ST
OREGON, WI 53575",101,S,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1586
LICFDD-2017-00662,Active,Keur Fatou Catering,2024/06/30 05:00:00+00,Active,"1219 N SHERMAN AVE
Madison, WI 53704",1219,N,SHERMAN,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1587
LICFDD-2017-00672,Active,Fugu,2024/06/30 05:00:00+00,Active,"411 W Gilman ST
Madison, WI 53703",411,W,Gilman,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1588
LICFDD-2017-00675,Active,Cannery Wine Bar & Tasting Room,2024/06/30 05:00:00+00,Active,"212 E MAIN ST
SUN PRAIRIE, WI 53590",212,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1589
LICFDD-2017-00676,Active,Mint Mark,2024/06/30 05:00:00+00,Active,"1929 Winnebago ST
Madison, WI 53704",1929,,Winnebago,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1590
LICFDD-2017-00680,Active,Chocolate Shoppe Ice Cream,2024/06/30 05:00:00+00,Active,"2831 PARMENTER ST
MIDDLETON, WI 53562",2831,,PARMENTER,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1591
LICFDD-2017-00686,Active,Avenue C - 4201 Lien Rd,2024/06/30 05:00:00+00,Active,"4201 Lien RD
Madison, WI 53704",4201,,Lien,RD,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,1592
LICFDD-2017-00688,Active,Brennan's Cellars,2024/06/30 05:00:00+00,Active,"8210 Watts RD
Madison, WI 53719",8210,,Watts,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1593
LICFDD-2017-00691,Active,Taco Bell,2024/06/30 05:00:00+00,Active,"534 State ST
Madison, WI 53703",534,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1594
LICFDD-2017-00693,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"6910 Odana RD
Madison, WI 53719",6910,,Odana,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1595
LICFDD-2017-00694,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"8308 GREENWAY BLVD
MIDDLETON, WI 53562",8308,,GREENWAY,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1596
LICFDD-2017-00695,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"651 W MAIN ST
WAUNAKEE, WI 53597",651,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,1597
LICFDD-2017-00696,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"2626 ALLEN BLVD
MIDDLETON, WI 53562",2626,,ALLEN,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1598
LICFDD-2017-00697,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"4500 UNIVERSITY AVE
SHOREWOOD HILLS, WI 53705",4500,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SHOREWOOD HILLS,1599
LICFDD-2017-00698,Active,Mcdonalds,2024/06/30 05:00:00+00,Active,"4687 Verona RD
Madison, WI 53711",4687,,Verona,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1600
LICFDD-2017-00699,Active,Fannie May Confections,2024/06/30 05:00:00+00,Active,"720 N Midvale BLVD
Madison, WI 53705",720,N,Midvale,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1601
LICFDD-2017-00705,Active,Sonic Drive In #6401,2024/06/30 05:00:00+00,Active,"2564 IRONWOOD DR
SUN PRAIRIE, WI 53590",2564,,IRONWOOD,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1602
LICFDD-2017-00708,Active,Kwik Trip #557,2024/06/30 05:00:00+00,Active,"4848 COUNTY HIGHWAY V
DEFOREST, WI 53532",4848,,COUNTY HIGHWAY V,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,DEFOREST,1603
LICFDD-2017-00710,Active,Sir Hobos,2024/06/30 05:00:00+00,Active,"710 W MAIN ST
SUN PRAIRIE, WI 53590",710,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1604
LICFDD-2017-00712,Active,Firefly Coffeehouse,2024/06/30 05:00:00+00,Active,"114 N MAIN ST
OREGON, WI 53575",114,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1605
LICFDD-2017-00716,Active,Landmark Creamery,2024/06/30 05:00:00+00,Active,"6895 PAOLI RD
MONTROSE, WI 53508",6895,,PAOLI,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MONTROSE,1606
LICFDD-2017-00717,Active,Aldi #05,2024/06/30 05:00:00+00,Active,"1399 US HIGHWAY 51
STOUGHTON, WI 53589",1399,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,STOUGHTON,1607
LICFDD-2017-00720,Active,Kwik Trip #966,2024/06/30 05:00:00+00,Active,"105 E BROADWAY
MONONA, WI 53716",105,E,BROADWAY,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MONONA,1608
LICFDD-2017-00723,Active,Pooley's,2024/06/30 05:00:00+00,Active,"5441 High Crossing BLVD
Madison, WI 53718",5441,,High Crossing,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1609
LICFDD-2017-00735,Active,Ma's Great Wall Inc,2024/06/30 05:00:00+00,Active,"4515 Verona RD
Madison, WI 53711",4515,,Verona,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1610
LICFDD-2017-00736,Active,Gopuff,2024/06/30 05:00:00+00,Active,"1002 Regent ST
Madison, WI 53715",1002,,Regent,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1611
LICFDD-2017-00744,Active,El Sabor De Puebla,2024/06/30 05:00:00+00,Active,"305 N Fourth ST
Madison, WI 53704",305,N,Fourth,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1612
LICFDD-2017-00754,Active,Qq Express,2024/06/30 05:00:00+00,Active,"1401 University AVE
Madison, WI 53715",1401,,University,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1613
LICFDD-2017-00755,Active,Kentucky Fried Chicken,2024/06/30 05:00:00+00,Active,"604 Cottage Grove RD
Madison, WI 53716",604,,Cottage Grove,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1614
LICFDD-2017-00756,Active,Kentucky Fried Chicken,2024/06/30 05:00:00+00,Active,"1516 Greenway Cross
Madison, WI 53713",1516,,Greenway Cross,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1615
LICFDD-2017-00757,Active,Kentucky Fried Chicken,2024/06/30 05:00:00+00,Active,"7501 Mineral Point RD
Madison, WI 53717",7501,,Mineral Point,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1616
LICFDD-2017-00761,Active,Chen's Dumpling House,2024/06/30 05:00:00+00,Active,"505 State ST
Madison, WI 53703",505,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1617
LICFDD-2017-00763,Active,Happy Kitchens,2024/06/30 05:00:00+00,Active,"1219 N SHERMAN AVE
Madison, WI 53704",1219,N,SHERMAN,AVE,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,Madison,1618
LICFDD-2017-00766,Active,World Buffet,2024/06/30 05:00:00+00,Active,"499 D'onofrio DR
Madison, WI 53719",499,,D'onofrio,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1619
LICFDD-2017-00772,Active,Triangle Market,2024/06/30 05:00:00+00,Active,"302 State ST
Madison, WI 53703",302,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1620
LICFDD-2017-00782,Active,Tru By Hilton,2024/06/30 05:00:00+00,Active,"8102 Watts RD
Madison, WI 53719",8102,,Watts,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1621
LICFDD-2018-00014,Active,Working Draft Beer Company,2024/06/30 05:00:00+00,Active,"1129 E Wilson ST
Madison, WI 53703",1129,E,Wilson,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1622
LICFDD-2018-00022,Active,Tapatios,2024/06/30 05:00:00+00,Active,"2990 CAHILL MAIN, SUITE 100
FITCHBURG, WI 53711",2990,,CAHILL MAIN,,100,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1623
LICFDD-2018-00028,Active,Pizza Ranch - Verona,2024/06/30 05:00:00+00,Active,"100 KEENAN CT
VERONA, WI 53593",100,,KEENAN,CT,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1624
LICFDD-2018-00044,Active,Kurts Never Inn,2024/06/30 05:00:00+00,Active,"26 N MAIN ST
DEERFIELD, WI 53531",26,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEERFIELD,1625
LICFDD-2018-00049,Active,Portillo's Hot Dogs,2024/06/30 05:00:00+00,Active,"4505 East Towne BLVD
Madison, WI 53704",4505,,East Towne,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1626
LICFDD-2018-00050,Active,R Bar,2024/06/30 05:00:00+00,Active,"7773 MARTINSVILLE RD
CROSS PLAINS, WI 53528",7773,,MARTINSVILLE,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,CROSS PLAINS,1627
LICFDD-2018-00056,Active,Whistle Stop Campground,2024/06/30 05:00:00+00,Active,"114 WHISTLE ST
MARSHALL, WI 53559",114,,WHISTLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MARSHALL,1628
LICFDD-2018-00059,Active,El Panzon Restaurant,2024/06/30 05:00:00+00,Active,"1310 S Midvale BLVD
Madison, WI 53711",1310,S,Midvale,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1629
LICFDD-2018-00060,Active,Bierock,2024/06/30 05:00:00+00,Active,"2911 N Sherman AVE
Madison, WI 53704",2911,N,Sherman,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1630
LICFDD-2018-00070,Active,Jimmy John's,2024/06/30 05:00:00+00,Active,"2839 FISH HATCHERY RD
FITCHBURG, WI 53713",2839,,FISH HATCHERY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1631
LICFDD-2018-00072,Active,Kentucky Fried Chicken,2024/06/30 05:00:00+00,Active,"1070 EMERALD TER
SUN PRAIRIE, WI 53590",1070,,EMERALD,TER,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1632
LICFDD-2018-00074,Active,Atlantisvalley Food Llc,2024/06/30 05:00:00+00,Active,"1765 W Broadway
Madison, WI 53713",1765,W,Broadway,,,,,,,,,,2024/02/24 11:00:07+00,Establisment Type not defined,Madison,1633
LICFDD-2018-00079,Active,Banushi's,2024/06/30 05:00:00+00,Active,"800 NYGAARD ST
STOUGHTON, WI 53589",800,,NYGAARD,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,1634
LICFDD-2018-00093,Active,Flix Brewhouse,2024/06/30 05:00:00+00,Active,"89 East Towne MALL
Madison, WI 53704",89,,East Towne,MALL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1635
LICFDD-2018-00094,Active,Sweet Home Wisconsin,2024/06/30 05:00:00+00,Active,"910 Regent ST
Madison, WI 53715",910,,Regent,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1636
LICFDD-2018-00096,Active,Total Wine Spirits And More,2024/06/30 05:00:00+00,Active,"400 West Towne MALL
Madison, WI 53719",400,,West Towne,MALL,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1637
LICFDD-2018-00099,Active,Subway #15988,2024/06/30 05:00:00+00,Active,"412 W MAIN ST
CAMBRIDGE, WI 53523",412,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,CAMBRIDGE,1638
LICFDD-2018-00128,Active,Nook,2024/06/30 05:00:00+00,Active,"2138 Atwood AVE
Madison, WI 53704",2138,,Atwood,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1639
LICFDD-2018-00132,Active,Rare Steakhouse,2024/06/30 05:00:00+00,Active,"14 W Mifflin ST
Madison, WI 53703",14,W,Mifflin,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1640
LICFDD-2018-00136,Active,The Marquette Hotel,2024/06/30 05:00:00+00,Active,"414 S Baldwin ST
Madison, WI 53703",414,S,Baldwin,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1641
LICFDD-2018-00145,Active,Kwik Trip #1023,2024/06/30 05:00:00+00,Active,"4301 WINDSOR RD
WINDSOR, WI 53598",4301,,WINDSOR,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WINDSOR,1642
LICFDD-2018-00149,Active,Jimmy Johns,2024/06/30 05:00:00+00,Active,"635 S MAIN ST
Deforest, WI 53532",635,S,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Deforest,1643
LICFDD-2018-00153,Active,Main Street Lanes,2024/06/30 05:00:00+00,Active,"1721 MAIN ST
CROSS PLAINS, WI 53528",1721,,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,CROSS PLAINS,1644
LICFDD-2018-00157,Active,Bartaco,2024/06/30 05:00:00+00,Active,"464 N MIDVALE BLVD
Madison, WI 53705",464,N,MIDVALE,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1645
LICFDD-2018-00158,Active,National Mustard Museum,2024/06/30 05:00:00+00,Active,"7477 HUBBARD AVE
MIDDLETON, WI 53562",7477,,HUBBARD,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1646
LICFDD-2018-00161,Active,Wildwood,2024/06/30 05:00:00+00,Active,"218 S FORREST ST
STOUGHTON, WI 53589",218,S,FORREST,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,STOUGHTON,1647
