LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2010-00185,Active,Village Of Marshall Converse Ball Park,2024/06/30 05:00:00+00,Active,"408 BEST BUILT PKWY
MARSHALL, WI 53559",408,,BEST BUILT,PKWY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MARSHALL,1005
LICFDD-2010-00187,Active,Dam Bar,2024/06/30 05:00:00+00,Active,"3 E MAIN ST
BELLEVILLE, WI 53508",3,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,BELLEVILLE,1006
LICFDD-2010-00192,Active,Falbro Bros Pizzeria,2024/06/30 05:00:00+00,Active,"101 RIVER PL
MONONA, WI 53716",101,,RIVER,PL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1007
LICFDD-2010-00201,Active,Chicken Lips,2024/06/30 05:00:00+00,Active,"5508 COUNTY HIGHWAY N
SUN PRAIRIE, WI 53590",5508,,COUNTY HIGHWAY N,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1008
LICFDD-2010-00206,Active,Chang Jiang Verona,2024/06/30 05:00:00+00,Active,"1017 NORTH EDGE TRAIL
VERONA, WI 53593",1017,,NORTH EDGE,TRAIL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1009
LICFDD-2010-00207,Active,Citgo,2024/06/30 05:00:00+00,Active,"128 W MAIN ST
BELLEVILLE, WI 53508",128,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,BELLEVILLE,1010
LICFDD-2010-00210,Active,Atomic  Koi,2024/06/30 05:00:00+00,Active,"2685 RESEARCH PARK DR, SUITE 200
FITCHBURG, WI 53711",2685,,RESEARCH PARK,DR,200,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1011
LICFDD-2010-00212,Active,Road Ranger,2024/06/30 05:00:00+00,Active,"2762 COUNTY HIGHWAY N
COTTAGE GROVE, WI 53527",2762,,COUNTY HIGHWAY N,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,COTTAGE GROVE,1012
LICFDD-2010-00216,Active,Dollar Tree #4398,2024/06/30 05:00:00+00,Active,"2524 ALLEN BLVD
MIDDLETON, WI 53562",2524,,ALLEN,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1013
LICFDD-2010-00219,Active,Papa Murphys,2024/06/30 05:00:00+00,Active,"219 S CENTURY AVE
WAUNAKEE, WI 53597",219,S,CENTURY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WAUNAKEE,1014
LICFDD-2010-00259,Active,Papa Jimmy's Pizzeria,2024/06/30 05:00:00+00,Active,"224 W COTTAGE GROVE RD
COTTAGE GROVE, WI 53527",224,W,COTTAGE GROVE,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,COTTAGE GROVE,1015
LICFDD-2010-00270,Active,Dorn True Value Hardware,2024/06/30 05:00:00+00,Active,"926 WINDSOR ST
SUN PRAIRIE, WI 53590",926,,WINDSOR,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1016
LICFDD-2010-00278,Active,Dollar General #10132,2024/06/30 05:00:00+00,Active,"213 JEFFERSON ST
CAMBRIDGE, WI 53523",213,,JEFFERSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,CAMBRIDGE,1017
LICFDD-2010-00279,Active,Dollar General #10408,2024/06/30 05:00:00+00,Active,"214 W COTTAGE GROVE RD
COTTAGE GROVE, WI 53527",214,W,COTTAGE GROVE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,COTTAGE GROVE,1018
LICFDD-2010-00280,Active,Dollar General #10543,2024/06/30 05:00:00+00,Active,"5712 US HIGHWAY 51
MCFARLAND, WI 53558",5712,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MCFARLAND,1019
LICFDD-2010-00281,Active,Dollar General #10954,2024/06/30 05:00:00+00,Active,"701 W MAIN ST
MARSHALL, WI 53559",701,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MARSHALL,1020
LICFDD-2010-00283,Active,Dollar General #10659,2024/06/30 05:00:00+00,Active,"1050 MAIN ST
STOUGHTON, WI 53589",1050,,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,STOUGHTON,1021
LICFDD-2010-00287,Active,Dollar General #6330,2024/06/30 05:00:00+00,Active,"924 WINDSOR ST
SUN PRAIRIE, WI 53590",924,,WINDSOR,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1022
LICFDD-2010-00337,Active,Subway,2024/06/30 05:00:00+00,Active,"5900 US HIGHWAY 51
MCFARLAND, WI 53558",5900,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MCFARLAND,1023
LICFDD-2010-00342,Active,Buck And Honey's Restaurant,2024/06/30 05:00:00+00,Active,"804 LIBERTY BLVD
SUN PRAIRIE, WI 53590",804,,LIBERTY,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1024
LICFDD-2010-00362,Active,Quivey's Grove,2024/06/30 05:00:00+00,Active,"6261 NESBITT RD
FITCHBURG, WI 53719",6261,,NESBITT,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1025
LICFDD-2010-00385,Active,Williamson Street Grocery Co-op,2024/06/30 05:00:00+00,Active,"6825 UNIVERSITY AVE
MIDDLETON, WI 53562",6825,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1026
LICFDD-2010-00392,Active,The Ice Pond At Waunakee,2024/06/30 05:00:00+00,Active,"1110 PRAIRIE VIEW DR
WAUNAKEE, WI 53597",1110,,PRAIRIE VIEW,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,1027
LICFDD-2010-00393,Active,El Patron Mexican Grill,2024/06/30 05:00:00+00,Active,"1303 W MAIN ST
SUN PRAIRIE, WI 53590",1303,W,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1028
LICFDD-2010-00426,Active,Connie's Home Plate,2024/06/30 05:00:00+00,Active,"7113 COUNTY HIGHWAY K
MIDDLETON, WI 53562",7113,,COUNTY HIGHWAY K,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1029
LICFDD-2010-00429,Active,Aldi,2024/06/30 05:00:00+00,Active,"6261 MCKEE RD
FITCHBURG, WI 53719",6261,,MCKEE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,FITCHBURG,1030
LICFDD-2011-00008,Active,Teriyaki Sushi Express,2024/06/30 05:00:00+00,Active,"3044 FISH HATCHERY RD
FITCHBURG, WI 53711",3044,,FISH HATCHERY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1031
LICFDD-2011-00022,Active,Crossroads Subway,2024/06/30 05:00:00+00,Active,"4711 COUNTY HIGHWAY TT
SUN PRAIRIE, WI 53590",4711,,COUNTY HIGHWAY TT,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1032
LICFDD-2011-00024,Active,China Cottage,2024/06/30 05:00:00+00,Active,"5957 MCKEE RD, SUITE 3
FITCHBURG, WI 53719",5957,,MCKEE,RD,3,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,FITCHBURG,1033
LICFDD-2011-00029,Active,Stoughton Quality Inn & Suites,2024/06/30 05:00:00+00,Active,"660 NYGAARD ST
STOUGHTON, WI 53589",660,,NYGAARD,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,1034
LICFDD-2011-00080,Active,Panera Bread #1552,2024/06/30 05:00:00+00,Active,"2960 CAHILL MAIN
FITCHBURG, WI 53711",2960,,CAHILL MAIN,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1035
LICFDD-2011-00081,Active,Panera Bread #1557,2024/06/30 05:00:00+00,Active,"3416 UNIVERSITY AVE
MADISON, WI 53705",3416,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,1036
LICFDD-2011-00125,Active,Pitcher's Pub,2024/06/30 05:00:00+00,Active,"323 W BELTLINE HWY
MADISON, WI 53713",323,W,BELTLINE,HWY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,1037
LICFDD-2011-00144,Active,Kwik Trip 832,2024/06/30 05:00:00+00,Active,"208 E MAIN ST
WAUNAKEE, WI 53597",208,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WAUNAKEE,1038
LICFDD-2011-00156,Active,Club 51,2024/06/30 05:00:00+00,Active,"7123 US HIGHWAY 51
DEFOREST, WI 53532",7123,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEFOREST,1039
LICFDD-2011-00166,Active,Middleton Glen,2024/06/30 05:00:00+00,Active,"6720 CENTURY AVE
MIDDLETON, WI 53562",6720,,CENTURY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1040
LICFDD-2011-00168,Active,Moonstar Restaurant,2024/06/30 05:00:00+00,Active,"768 N MAIN ST
OREGON, WI 53575",768,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1041
LICFDD-2011-00209,Active,Burger King #4857,2024/06/30 05:00:00+00,Active,"822 WINDSOR ST
SUN PRAIRIE, WI 53590",822,,WINDSOR,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1042
LICFDD-2011-00217,Active,Luangprabang Thai Food,2024/06/30 05:00:00+00,Active,"4602 MONONA DR
MADISON, WI 53716",4602,,MONONA,DR,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Base,MADISON,1043
LICFDD-2011-00218,Active,Luangprabang Thai Food,2024/06/30 05:00:00+00,Active,"4602 MONONA DR
MADISON, WI 53716",4602,,MONONA,DR,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,MADISON,1044
LICFDD-2011-00238,Active,Aranda's Mexican Restaurant,2024/06/30 05:00:00+00,Active,"142 MARKET ST
DEFOREST, WI 53532",142,,MARKET,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEFOREST,1045
LICFDD-2011-00247,Active,Oasis Cafe,2024/06/30 05:00:00+00,Active,"2690 RESEARCH PARK DR
FITCHBURG, WI 53711",2690,,RESEARCH PARK,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1046
LICFDD-2011-00256,Active,Epic Systems Corporation - Mikey's Deli,2024/06/30 05:00:00+00,Active,"1979 MILKY WAY
VERONA, WI 53593",1979,,MILKY,WAY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1047
LICFDD-2011-00271,Active,Huang & Lin China Star,2024/06/30 05:00:00+00,Active,"111 RIVER PL
MONONA, WI 53716",111,,RIVER,PL,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1048
LICFDD-2011-00276,Active,Super 8 Verona,2024/06/30 05:00:00+00,Active,"131 HORIZON DR
VERONA, WI 53593",131,,HORIZON,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1049
LICFDD-2011-00278,Active,Craftsman Table & Tap,2024/06/30 05:00:00+00,Active,"6712 FRANK LLOYD WRIGHT AVE
MIDDLETON, WI 53562",6712,,FRANK LLOYD WRIGHT,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1050
LICFDD-2011-00280,Active,Kwik Trip 721,2024/06/30 05:00:00+00,Active,"504 PLAZA DR
MARSHALL, WI 53559",504,,PLAZA,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MARSHALL,1051
LICFDD-2011-00303,Active,Sea - Verona,2024/06/30 05:00:00+00,Active,"411 PRAIRIE HEIGHTS DR
VERONA, WI 53593-2238",411,,PRAIRIE HEIGHTS,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1052
LICFDD-2011-00304,Active,Pit Stop Express Middleton,2024/06/30 05:00:00+00,Active,"3305 PARMENTER ST
MIDDLETON, WI 53562",3305,,PARMENTER,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1053
LICFDD-2012-00003,Active,Cvs/Pharmacy #4930,2024/06/30 05:00:00+00,Active,"605 W COTTAGE GROVE RD
COTTAGE GROVE, WI 53527",605,W,COTTAGE GROVE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,COTTAGE GROVE,1054
LICFDD-2012-00012,Active,Edo Garden Japanese Restaurant,2024/06/30 05:00:00+00,Active,"6309 MONONA DR
MONONA, WI 53716",6309,,MONONA,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1055
LICFDD-2012-00015,Active,Menards,2024/06/30 05:00:00+00,Active,"6401 COPPS AVE
MONONA, WI 53716",6401,,COPPS,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MONONA,1056
LICFDD-2012-00018,Active,Lil Buddy's Popcorn,2024/06/30 05:00:00+00,Active,"201 JANESVILLE ST
OREGON, WI 53575",201,,JANESVILLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,OREGON,1057
LICFDD-2012-00025,Active,Rail House Bar,2024/06/30 05:00:00+00,Active,"12 S INDUSTRIAL PARK
DEERFIELD, WI 53531",12,S,INDUSTRIAL PARK,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEERFIELD,1058
LICFDD-2012-00032,Active,La Rocca's Restaurant & Pizzeria,2024/06/30 05:00:00+00,Active,"971 JANESVILLE ST
OREGON, WI 53575",971,,JANESVILLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1059
LICFDD-2012-00050,Active,Creekview Par Three,2024/06/30 05:00:00+00,Active,"770 ALBION RD
EDGERTON, WI 53534",770,,ALBION,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,EDGERTON,1060
LICFDD-2012-00060,Active,Americinn Lodge & Suites Madison/South,2024/06/30 05:00:00+00,Active,"101 W BROADWAY
MONONA, WI 53716",101,W,BROADWAY,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1061
LICFDD-2012-00064,Active,Toppers Pizza,2024/06/30 05:00:00+00,Active,"6291 MCKEE RD
FITCHBURG, WI 53719",6291,,MCKEE,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1062
LICFDD-2012-00082,Active,Dunkin Donuts,2024/06/30 05:00:00+00,Active,"404 MAIN ST
WAUNAKEE, WI 53597",404,,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WAUNAKEE,1063
LICFDD-2012-00085,Active,Canteen Vending,2024/06/30 05:00:00+00,Active,"5225 VERONA RD
FITCHBURG, WI 53711",5225,,VERONA,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1064
LICFDD-2012-00120,Active,Windsor Breads Bakery & Coffeehouse,2024/06/30 05:00:00+00,Active,"4446 WINDSOR RD
WINDSOR, WI 53598",4446,,WINDSOR,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,WINDSOR,1065
LICFDD-2012-00144,Active,The Free House,2024/06/30 05:00:00+00,Active,"1902 PARMENTER ST
MIDDLETON, WI 53562",1902,,PARMENTER,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MIDDLETON,1066
LICFDD-2012-00158,Active,608 Community  Kitchen,2024/06/30 05:00:00+00,Active,"629 W HUDSON ST
MAZOMANIE, WI 53560",629,W,HUDSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MAZOMANIE,1067
LICFDD-2012-00195,Active,Woodmans Food Market #31,2024/06/30 05:00:00+00,Active,"1099 S GRAND AVE
SUN PRAIRIE, WI 53590",1099,S,GRAND,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1068
LICFDD-2012-00201,Active,"Blazin Wings, Inc",2024/06/30 05:00:00+00,Active,"6544 MONONA DR
MONONA, WI 53716",6544,,MONONA,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1069
LICFDD-2012-00202,Active,"Blazin Wings, Inc",2024/06/30 05:00:00+00,Active,"6227 MCKEE RD, SUITE F
FITCHBURG, WI 53719",6227,,MCKEE,RD,F,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1070
LICFDD-2012-00204,Active,Costco Wholesale #1121,2024/06/30 05:00:00+00,Active,"2850 HOEPKER RD
SUN PRAIRIE, WI 53590",2850,,HOEPKER,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1071
LICFDD-2012-00221,Active,Dollar Tree #741,2024/06/30 05:00:00+00,Active,"2331 W BROADWAY
MONONA, WI 53713",2331,W,BROADWAY,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MONONA,1072
LICFDD-2012-00226,Active,Luxcom Hotels Llc,2024/06/30 05:00:00+00,Active,"904 E MAIN ST
WAUNAKEE, WI 53597",904,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WAUNAKEE,1073
LICFDD-2012-00240,Active,J & P Fresh Market,2024/06/30 05:00:00+00,Active,"6634 WATTS RD
MADISON, WI 53719",6634,,WATTS,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,1074
LICFDD-2012-00250,Active,Madison Epicureans Llc,2024/06/30 05:00:00+00,Active,"100 CROSS COUNTRY RD
VERONA, WI 53593",100,,CROSS COUNTRY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1075
LICFDD-2012-00293,Active,Kwik Trip #794,2024/06/30 05:00:00+00,Active,"525 SPRINGDALE ST
MOUNT HOREB, WI 53572",525,,SPRINGDALE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MOUNT HOREB,1076
LICFDD-2012-00296,Active,Fox Heritage Foods,2024/06/30 05:00:00+00,Active,"5957 MCKEE RD, SUITE 107
FITCHBURG, WI 53719",5957,,MCKEE,RD,107,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1077
LICFDD-2012-00319,Active,Dot's Tavern,2024/06/30 05:00:00+00,Active,"6734 HENRY RD
BELLEVILLE, WI 53508",6734,,HENRY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,BELLEVILLE,1078
LICFDD-2012-00330,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"401 W COTTAGE GROVE RD
COTTAGE GROVE, WI 53527",401,W,COTTAGE GROVE,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,COTTAGE GROVE,1079
LICFDD-2012-00331,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"981 W NORTH ST
DEFOREST, WI 53532",981,W,NORTH,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,DEFOREST,1080
LICFDD-2012-00332,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"2845 FISH HATCHERY RD
FITCHBURG, WI 53713",2845,,FISH HATCHERY,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,FITCHBURG,1081
LICFDD-2012-00333,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"4800 LARSON BEACH RD
MCFARLAND, WI 53558",4800,,LARSON BEACH,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MCFARLAND,1082
LICFDD-2012-00334,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"4905 MONONA DR
MONONA, WI 53716",4905,,MONONA,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MONONA,1083
LICFDD-2012-00335,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"1301 BUS 18-151
MOUNT HOREB, WI 53572",1301,,BUS 18-151,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,1084
LICFDD-2012-00336,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"1029 N MAIN ST
OREGON, WI 53575",1029,N,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1085
LICFDD-2012-00337,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"1429 US HIGHWAY 51
STOUGHTON, WI 53589",1429,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,STOUGHTON,1086
LICFDD-2012-00338,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"505 A ST
SUN PRAIRIE, WI 53590",505,,A,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1087
LICFDD-2012-00340,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"107 HORIZON DR
VERONA, WI 53593",107,,HORIZON,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,VERONA,1088
LICFDD-2012-00341,Active,Mcdonald's,2024/06/30 05:00:00+00,Active,"4409 STATE HIGHWAY 19
WINDSOR, WI 53598",4409,,STATE HIGHWAY 19,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,WINDSOR,1089
LICFDD-2012-00348,Active,Senor Peppers,2024/06/30 05:00:00+00,Active,"106 JANESVILLE ST
OREGON, WI 53575",106,,JANESVILLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,OREGON,1090
LICFDD-2012-00356,Active,Red Zone,2024/06/30 05:00:00+00,Active,"888 GROVE ST
SUN PRAIRIE, WI 53590",888,,GROVE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,SUN PRAIRIE,1091
LICFDD-2013-00004,Active,Squirrel's Nest,2024/06/30 05:00:00+00,Active,"2655 US HIGHWAY 51
MCFARLAND, WI 53558",2655,,US HIGHWAY 51,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MCFARLAND,1092
LICFDD-2013-00014,Active,Tobacco Mart,2024/06/30 05:00:00+00,Active,"103 State ST
Madison, WI 53703",103,,State,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1093
LICFDD-2013-00015,Active,Papa Murphy's Take N Bake Pizza,2024/06/30 05:00:00+00,Active,"1005 N GAMMON RD
MIDDLETON, WI 53562",1005,N,GAMMON,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MIDDLETON,1094
LICFDD-2013-00016,Active,Chang Jiang,2024/06/30 05:00:00+00,Active,"1200 BUS 18-151
MOUNT HOREB, WI 53572",1200,,BUS 18-151,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MOUNT HOREB,1095
LICFDD-2013-00017,Active,Pizza Ranch,2024/06/30 05:00:00+00,Active,"682 S GRAND AVE
SUN PRAIRIE, WI 53590",682,S,GRAND,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1096
LICFDD-2013-00020,Active,Inntowner Llc,2024/06/30 05:00:00+00,Active,"2424 UNIVERSITY AVE
MADISON, WI 53726",2424,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,1097
LICFDD-2013-00036,Active,Lighthouse Of Sun Prairie,2024/06/30 05:00:00+00,Active,"222 S BRISTOL ST
SUN PRAIRIE, WI 53590",222,S,BRISTOL,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1098
LICFDD-2013-00042,Active,Miller's Supermarket,2024/06/30 05:00:00+00,Active,"1845 BUS 18-151
MOUNT HOREB, WI 53572",1845,,BUS 18-151,,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MOUNT HOREB,1099
LICFDD-2013-00049,Active,Daly's Bar And Grill,2024/06/30 05:00:00+00,Active,"1086 EMERALD TER
SUN PRAIRIE, WI 53590",1086,,EMERALD,TER,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,SUN PRAIRIE,1100
LICFDD-2013-00050,Active,Attn: Pat Hario,2024/06/30 05:00:00+00,Active,"4635 Odana RD
Madison, WI 53711",4635,,Odana,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1101
LICFDD-2013-00051,Active,Attn: Pat Hario,2024/06/30 05:00:00+00,Active,"111 E Dean AVE
Madison, WI 53716",111,E,Dean,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1102
LICFDD-2013-00052,Active,Attn: Pat Hario,2024/06/30 05:00:00+00,Active,"6701 US Highway 12 & 18
Madison, WI 53718",6701,,US Highway 12 & 18,,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1103
LICFDD-2013-00053,Active,Attn: Pat Hario,2024/06/30 05:00:00+00,Active,"3747 Speedway RD
Madison, WI 53705",3747,,Speedway,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1104
LICFDD-2013-00059,Active,Dollar Tree #5220,2024/06/30 05:00:00+00,Active,"7475 Mineral Point RD 21
Madison, WI 53717",7475,,Mineral Point,RD,21,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1105
LICFDD-2013-00087,Active,Epic Systems Corporation - Sofrito,2024/06/30 05:00:00+00,Active,"1979 MILKY WAY
Verona, WI 53593",1979,,MILKY,WAY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Verona,1106
LICFDD-2013-00095,Active,Nam's Noodle,2024/06/30 05:00:00+00,Active,"1336 Regent ST
Madison, WI 53715",1336,,Regent,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1107
LICFDD-2013-00097,Active,Hy-vee Store #1392,2024/06/30 05:00:00+00,Active,"675 S Whitney WAY
Madison, WI 53711",675,S,Whitney,WAY,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,Madison,1108
LICFDD-2013-00098,Active,Saigon Sandwich,2024/06/30 05:00:00+00,Active,"610 Junction RD, SUITE 109
Madison, WI 53717",610,,Junction,RD,109,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,1109
LICFDD-2013-00099,Active,La Taguara,2024/06/30 05:00:00+00,Active,"3502 E Washington AVE
Madison, WI 53704",3502,E,Washington,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,Madison,1110
LICFDD-2013-00101,Active,Pizza Extreme,2024/06/30 05:00:00+00,Active,"1614 Monroe ST
Madison, WI 53711",1614,,Monroe,ST,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,Madison,1111
